Titel,Datum,Plaats van publicatie,Publicatie,Publicatietype,Lengte,Sectie,Lengte.1,Landen,Auteur,Agg-copyright,Cite,Bedrijf,Titel.1,Hlead,Publicatie.1,Publicatietype.1,Pub-copyright,Weergeven,Termen,Ticker,Hyperlink,Source,Publicatie_unique,Article_ID
Campagne tegen discriminatie in Wijchen en Druten: ‘Mijn hulphond mocht de slagerij niet binnen’,2021-11-26,International,AD/Algemeen Dagblad.nl,News,376,,376,"Netherlands, Kingdom of the",Menno Pols,,,,Campagne tegen discriminatie in Wijchen en Druten: ‘Mijn hulphond mocht de slagerij niet binnen’,"Campagne tegen discriminatie in Wijchen en Druten: ‘Mijn hulphond mocht de slagerij niet binnen’ WIJCHEN/DRUTEN - Joyce die in een rolstoel zit en haar hulphond niet mee mag nemen de slagerij in. Vluchtelingen die nare dingen toegeroepen krijgen. Alledaagse vormen van discriminatie die ook in Wijchen en Druten bestaan. Maandag begint een campagne. ,,Ik ben een non-binair persoon (iemand die zich noch helemaal man, noch helemaal vrouw voelt, MP)’’, zegt Juul Adang uit Wijchen. ,,Ik kreeg onlangs in korte tijd drie brieven van de gemeente Wijchen. Bij de eerste werd ik aangesproken met ‘Mevrouw’ bij de tweede met ‘Geachte heer/mevrouw’, en bij de derde werd ik helemaal niet aangesproken. Ik wil het liefste aangesproken worden met MX, dat spreek je uit als Mix. Dat heb ik aangegeven bij de gemeente en gelukkig pakten ze het goed op.’’ De X kan bij non-binaire personen in het paspoort worden gezet als geslachtsaanduiding.Na een week bood de slager zijn excuses aan Discriminatie is niet alleen een zwart persoon die op straat wordt uitgescholden. Het kent veel subtielere vormen. Joyce Waterreus, die in een rolstoel zit, mocht bijvoorbeeld de slagerij niet binnen met haar hulphond, terwijl de slager verplicht is haar binnen te laten. ,,Ik heb een melding gedaan bij het antidiscriminatiebureau. Die zijn met de slager gaan praten en een week later bood die uitgebreid zijn excuses aan.’’ Sandwichborden in alle dorpen Om dit soort alledaagse vormen van discriminatie tegen te gaan, lanceren Wijchen en Druten de campagne Allemaal anders, 100% Wijchen/Druten.",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:645H-7GY1-DY0X-92GF-00000-00&context=1519360&sourcegroupingtype=G,AD 2019-2021 hele sample.XLSX,Algemeen Dagblad,855
Primeur voor high class escortbureau: Helena (26) is de eerste transpersoon in het bestand van 60 escorts,2021-11-30,International,AD/Algemeen Dagblad.nl,News,347,,347,"Netherlands, Kingdom of the",Dénis Van Vliet,,,,Primeur voor high class escortbureau: Helena (26) is de eerste transpersoon in het bestand van 60 escorts,"Primeur voor high class escortbureau: Helena (26) is de eerste transpersoon in het bestand van 60 escorts Helena (26) heet ze. De eerste transpersoon met wie cliënten van het Rotterdamse high class escortbureau Society Service kunnen afspreken. Een landelijke primeur, zegt eigenaresse Marike van der Velden.",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:646C-31B1-DY0X-9508-00000-00&context=1519360&sourcegroupingtype=G,AD 2019-2021 hele sample.XLSX,Algemeen Dagblad,857
Maakt World Athletics een draai na IOC -genderregels? Testosteron Gaat World Athletics mee in IOC -richtlijnen voor transgender en intersekse sporters? sport,2021-11-25,International,NRC,News,1302,ECONOMIE;Blz. 1,1302,"Netherlands, Kingdom of the",Danielle Pinedo,,,,Maakt World Athletics een draai na IOC -genderregels? Testosteron Gaat World Athletics mee in IOC -richtlijnen voor transgender en intersekse sporters? sport,"Maakt World Athletics een draai na IOC -genderregels? Testosteron Gaat World Athletics mee in IOC -richtlijnen voor transgender en intersekse sporters? sport ABSTRACT Atletiek Nieuwe richtlijnen van het Internationaal Olympisch Comité komen transgender en intersekse sporters tegemoet. Maar de implementatie ervan ligt bij de sportfederaties. Het is geen bindend beleid, maar wel beleid met een grote symbolische waarde: de recent gepubliceerde richtlijnen van het Internationaal Olympisch Comité ( IOC ) over de inclusie van transgender en intersekse sporters. Niet langer is de conclusie gerechtvaardigd dat zij bij vrouwenwedstrijden altijd een voordeel hebben. Van hen eisen dat zij hun testosteronwaarde gedurende een jaar onder een gezette limiet houden, zoals bijvoorbeeld de hyperandrogene atlete Caster Semenya overkwam, behoort als het aan het IOC ligt tot het verleden. Maar het IOC legt de verantwoordelijkheid voor de implementatie van de richtlijnen bij de internationale sportfederaties, zodat de situatie per sport kan worden bekeken. Regels opstellen die de criteria bepalen voor elke sport en discipline, is niet aan ons zegt het IOC . Daarvoor zijn de regels en systemen te divers. Bonden wordt wel aangeraden atleten te betrekken bij hun beslissing, maar zijn daartoe niet verplicht. Na jaren van felle debatten tussen mensenrechtenactivisten, racisme-watchers, feministen, wetenschappers en overheden over een van de meest complexe en gevoelige vraagstukken in de geschiedenis van de internationale sport - wanneer is een vrouw een vrouw? - voelt het Framework on Fairness, Inclusion and Non-Discrimination on the Basis of Gender Identity and Sex Variations als een zouteloos compromis.",NRC,Krant,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:6457-8GY1-F03R-S4D0-00000-00&context=1519360&sourcegroupingtype=G,NRC 2019-2021 hele sample.XLSX,NRC,3137
Negeer de conflicten rondom diversiteit niet Column,2021-11-16,International,NRC,News,795,OPINIE;Blz. 18,795,"Netherlands, Kingdom of the",Maxim Februari,,,,Negeer de conflicten rondom diversiteit niet Column,"Negeer de conflicten rondom diversiteit niet Column In 1992 werd de organisator van de Feministische Boekenbeurs fysiek bedreigd door Amerikaanse feministen in de Beurs van Berlage. De vrouwen eisten onder andere de komst van lesbische wc's. Tien jaar later vroeg een interviewer de organisator waarom ze geen lesbische en feministische manifestaties meer organiseerde. ,,Ik wil nooit meer blootgesteld worden aan die terreur. Ik denk dat ik niet de enige ben die is opgehouden met organiseren. De vijandigheid is zo groot."" Ik kan me dit zo goed herinneren omdat ik toen alweer jaren samenleefde met de feministische organisator: af en toe kreeg ik de onvriendelijke brieven te zien die arriveerden. Ik dacht eraan terug nu ik dagelijks vragen krijg over de grimmigheid van het debat rondom sekse en gender. Het ontslag van hoogleraar filosofie Kathleen Stock aan de universiteit van Sussex heeft ook in Nederland voor onrust gezorgd. De feministische en lesbische Stock werd bedreigd omdat ze uitspraken zou hebben gedaan die beledigend zijn voor transgenders. Ze gaf uiteindelijk haar positie op.",NRC,Krant,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:6439-HK71-JCMP-22JJ-00000-00&context=1519360&sourcegroupingtype=G,NRC 2019-2021 hele sample.XLSX,NRC,3123
Acteur Eddie Redmayne heeft spijt van transgenderrol,2021-11-21,International,De Telegraaf.nl,News,215,ENTERTAINMENT; STERREN; ENTERTAINMENT; FRONTPAGE,215,"Netherlands, Kingdom of the",,,,,Acteur Eddie Redmayne heeft spijt van transgenderrol,"Acteur Eddie Redmayne heeft spijt van transgenderrol Eddie Redmayne (39) heeft spijt dat hij in 2015 een transgendervrouw speelde in de film The Danish Girl. Een dergelijke rol zou de Britse acteur nu nooit meer aannemen, zegt hij in een interview met The Sunday Times.",De Telegraaf.nl,Web Publicatie,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:644G-GFC1-DY4K-S2WW-00000-00&context=1519360&sourcegroupingtype=G,Telegraaf 2019-2021 hele sample.XLSX,Telegraaf,2806
Internetbank Bunq sluit loket voor feministen: ’Stichting discrimineert transvrouwen’,2021-11-04,International,De Telegraaf.nl,News,828,BINNENLAND; FRONTPAGE; DFT,828,"Netherlands, Kingdom of the",Wierd Duk,,,,Internetbank Bunq sluit loket voor feministen: ’Stichting discrimineert transvrouwen’,"Internetbank Bunq sluit loket voor feministen: ’Stichting discrimineert transvrouwen’ De bankrekening van een Nederlandse feministische stichting, die zich uitspreekt tegen transgender-activisme, is door internetbank Bunq opgeheven. Volgens Bunq ’discrimineert de Stichting Voorzij transvrouwen’. Een woordvoerster van Voorzij noemt het besluit van de bank ’onacceptabel’. Al in augustus ontving de Stichting Voorzij, die zegt op te komen voor de belangen van meisjes en vrouwen, een waarschuwing van Bunq. Maar dat bericht was voorzitter Caroline Franssen (59) ontgaan. ’Uw activiteiten sluiten niet aan bij waar wij als bank voor staan’, stond in de mededeling in de app. Voorzij kreeg drie maanden om uit te kijken naar een andere bank.",De Telegraaf.nl,Web Publicatie,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:640V-GSD1-DY4K-S329-00000-00&context=1519360&sourcegroupingtype=G,Telegraaf 2019-2021 hele sample.XLSX,Telegraaf,2799
"Eén opera, twee voorstellingen dit najaar: wat maakt La traviata van Verdi zo populair?",2021-11-02,International,De Volkskrant.nl,News,698,,698,"Netherlands, Kingdom of the",Jenny Camilleri,,,,"Eén opera, twee voorstellingen dit najaar: wat maakt La traviata van Verdi zo populair?","Eén opera, twee voorstellingen dit najaar: wat maakt La traviata van Verdi zo populair? De Nederlandse Reisopera heeft vrijdag première, de Nationale Opera speelt een Noorse versie van La traviata.(1) Waarom is de opera La traviata zo populair? La traviata is een echte kaskraker. In 2019 werd volgens de website bachtrack.com alleen Mozarts Die Zauberflöte wereldwijd nog vaker uitgevoerd. De muziek van Giuseppe Verdi (1813-1901) is onvergetelijk, maar even meeslepend is de tragiek van een jonge vrouw die aan het begin in de duizelingwekkende aria Sempre libera het leven omarmt en in de derde akte in troosteloze armoede sterft.",De Volkskrant.nl,Web Publicatie,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:640C-N4W1-DY0X-934J-00000-00&context=1519360&sourcegroupingtype=G,Volkskrant 2019-2021 hele sample.XLSX,Volkskrant,1220
"Eén opera, twee voorstellingen: wat maakt La traviata van Verdi zo populair?",2021-11-03,International,de Volkskrant,News,803,V;Blz. 3,803,"Netherlands, Kingdom of the",JENNY CAMILLERI,,,,"Eén opera, twee voorstellingen: wat maakt La traviata van Verdi zo populair?","Eén opera, twee voorstellingen: wat maakt La traviata van Verdi zo populair? De Reisopera heeft vrijdag première, De Nationale Opera speelt een Noorse versie van La traviata. 5 vragen La traviata is een echte kaskraker. In 2019 werd volgens de website bachtrack.com alleen Mozarts Die Zauberflöte wereldwijd nog vaker uitgevoerd. De muziek van Giuseppe Verdi (1813-1901) is onvergetelijk, maar even meeslepend is de tragiek van een jonge vrouw die aan het begin in de duizelingwekkende aria Sempre libera het leven omarmt en in de derde akte in troosteloze armoede sterft. Deze week gaat de Nederlandse Reisopera op tournee met een ingekorte bewerking van La traviata. En vanaf 4 december is het stuk te zien bij De Nationale Opera, in een productie die in 2015 in première ging bij Den Norske Opera in Oslo.",de Volkskrant,Krant,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:640H-KV51-DYRY-X410-00000-00&context=1519360&sourcegroupingtype=G,Volkskrant 2019-2021 hele sample.XLSX,Volkskrant,1221
"Benjamin (28) en Alex (28) uit Eindhoven: ‘Ik heb geleerd dat ik mezelf mag en kan zijn, én dat ik daar ook trots op mag zijn’",2021-12-29,International,AD/Algemeen Dagblad.nl,News,1316,,1316,"Netherlands, Kingdom of the",Dwayne Vrancken,,,,"Benjamin (28) en Alex (28) uit Eindhoven: ‘Ik heb geleerd dat ik mezelf mag en kan zijn, én dat ik daar ook trots op mag zijn’","Benjamin (28) en Alex (28) uit Eindhoven: ‘Ik heb geleerd dat ik mezelf mag en kan zijn, én dat ik daar ook trots op mag zijn’ Waar denk je aan als je het woord ‘gender’ hoort? Man en vrouw of spijkerbroek en jurk? Erover praten is zo belangrijk, maar gaat vaak moeilijk omdat er een enorm taboe op het onderwerp rust. Luisteren naar Benjamin (28) en Alex (28), allebei uit Eindhoven, helpt.",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:64DH-GPF1-DY0X-91V0-00000-00&context=1519360&sourcegroupingtype=G,AD 2019-2021 hele sample.XLSX,Algemeen Dagblad,871
Transgender Lucas (25) had een hekel aan dragen van hockeyrokjes: ‘Mede daarom ben ik keeper geworden’,2021-12-27,International,AD/Algemeen Dagblad.nl,News,881,,881,"Netherlands, Kingdom of the",Arjan Klaver,,,,Transgender Lucas (25) had een hekel aan dragen van hockeyrokjes: ‘Mede daarom ben ik keeper geworden’,"Transgender Lucas (25) had een hekel aan dragen van hockeyrokjes: ‘Mede daarom ben ik keeper geworden’ Lucas Nieuwenhuis is een transgender die als meisje worstelde met zichzelf, zonder te begrijpen waarom. De Utrechter, in Amersfoort opgegroeid, heeft vele drempels moeten overwinnen. ,,Ik had nu eenmaal een hekel aan het dragen van een hockeyrokje”, zegt de keeper van Voordaan 4.",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:64D3-KDV1-JBHV-K1HS-00000-00&context=1519360&sourcegroupingtype=G,AD 2019-2021 hele sample.XLSX,Algemeen Dagblad,869
Mijn opinie raakte een snaar Tien auteurs over wat ze losmaakten Mijn mening Tien opinie-auteurs blikken terug op hun prikkelende standpunten,2021-12-31,International,NRC Handelsblad,News,3659,VOORPAGINA;Blz. 1,3659,"Netherlands, Kingdom of the",,,,,Mijn opinie raakte een snaar Tien auteurs over wat ze losmaakten Mijn mening Tien opinie-auteurs blikken terug op hun prikkelende standpunten,"Mijn opinie raakte een snaar Tien auteurs over wat ze losmaakten Mijn mening Tien opinie-auteurs blikken terug op hun prikkelende standpunten ABSTRACT Terugblik Opinie Opiniestukken in NRCkunnen het denken veranderen, beleid een nieuwe wending geven of tot kritiek leiden die vooraf niet te verzinnen is. Honderden artikelen publiceerden wij dit jaar op onze pagina's en online. Van een aantal opzienbarende en veel gelezen stukken vroeg de redactie de auteurs om te vertellen welke reacties ze kregen, wat er na publicatie gebeurde, en of ze wellicht anders zijn gaan denken. In de strijd om een woning verzuipt de solidariteit, schreef ik in mei over de wooncrisis. Wat een observatie was in een groter verhaal over de oorzaken van de crisis, werd door de kop, gemaakt door de redactie, de hoofdboodschap. Het raakte kennelijk bij veel lezers een snaar. Ik wilde waarschuwen dat de woningnood groepen tegenover elkaar zet, maar ik had evengoed kunnen benadrukken dat een gebrek aan solidariteit een belangrijke oorzaak is geweest van de wooncrisis. Opeenvolgende kabinetten (en dus veel kiezers) hadden en hebben niet voldoende oog voor de gevolgen van woonbeleid dat uitgaat van toereikende en stabiele inkomens waarmee hypotheken kunnen worden afgesloten. Woonbeleid gebaseerd op het recht op huisvesting vereist allereerst dat we solidair zijn met iedereen die om wat voor reden ook op een geliberaliseerde woningmarkt geen goede, betaalbare, passende en zekere woonruimte kan bemachtigen. Solidariteit is de kernboodschap van de groeiende woonbeweging, die vanaf de zomer steeds luider van zich liet horen. We moeten niet strijden om woningen, maar strijden vóór woningen voor iedereen, met bijzondere aandacht voor wie dat nodig heeft, waaronder dakloze mensen, jongeren, ouderen, mensen met een laag of instabiel inkomen, statushouders, arbeidsmigranten en mensen met een beperking. Na twee landelijke demonstraties in Amsterdam en Rotterdam, en protesten in Arnhem , Tilburg , Nijmegen, Den Haag, Utrecht en Groningen , volgen in 2022 protesten in onder meer Eindhoven, Amersfoort, Delft en Leiden.",NRC Handelsblad,Krant,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:64DY-W3W1-JCMP-22GG-00000-00&context=1519360&sourcegroupingtype=G,NRC 2019-2021 hele sample.XLSX,NRC,3171
Weg met het verschil tussen hij en zij,2021-12-20,International,NRC.nl,News,577,,577,"Netherlands, Kingdom of the",Marc van Oostendorp,,,,Weg met het verschil tussen hij en zij,"Weg met het verschil tussen hij en zij Laten we streven naar minder persoonlijke voornaamwoorden, schrijft Marc van Oostendorp. De schrijfster Sarah Meuleman is veel te voorzichtig, in haar pleidooi om vaker zij te gebruiken in plaats van hij (Hij is de standaard. Waarom? , 18/12). Ze wil hij alleen vervangen in zinnen zoals „De lezer maakt tijd voor het boek omdat hij daar zin in heeft”. Dat zijn zinnen waarin iets algemeens gezegd wordt dat voor zowel mannen als vrouwen geldt. Je kunt je afvragen of we eigenlijk niet toe zijn aan radicaler stappen. Als we toch sleutelen, waarom dan niet meteen gaan voor een definitieve oplossing: weg met het verschil tussen hij en zij Marc van Oostendorp is hoogleraar Nederlands en academische communicatie aan de Radboud Universiteit.",NRC.nl,Web Publication,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:64BS-S5R1-DY4K-81TM-00000-00&context=1519360&sourcegroupingtype=G,NRC 2019-2021 hele sample.XLSX,NRC,3159
