Titel,Datum,Plaats van publicatie,Publicatie,Publicatietype,Lengte,Sectie,Lengte.1,Landen,Auteur,Agg-copyright,Cite,Bedrijf,Titel.1,Hlead,Publicatie.1,Publicatietype.1,Pub-copyright,Weergeven,Termen,Ticker,Source,YearMonth,Week
Transgenderzorg Achterhaald onderzoek,2023-01-19,International,NRC,News,283,OPINIE;Blz. 17,283,"Netherlands, Kingdom of the",Jilles Smids,,,,Transgenderzorg Achterhaald onderzoek,Transgenderzorg Achterhaald onderzoek De reactie Wees zuinig op de genderzorg (31/12) van een aantal genderclinici van het Amsterdam UMC op het kritische opinieartikel van Jan Kuitenbrouwer en Peter Vasterman (31/12) heeft als enige doel de suggestie te wekken dat hun werkwijze wetenschappelijk onderbouwd is. Daarbij deinzen zij niet terug voor achterhaalde informatie.,NRC,Krant,,,,,NRC 2022-2024 hele sample.XLSX,2023-01,3
Transgenderzorg Er loopt al onderzoek,2023-01-20,International,NRC,News,199,OPINIE;Blz. 17,199,"Netherlands, Kingdom of the",Bertine van Brakel,,,,Transgenderzorg Er loopt al onderzoek,"Transgenderzorg Er loopt al onderzoek In zijn ingezonden brief (19/1) roept Jilles Smids na veel omhaal van woorden tot een extern onderzoek naar het Dutch protocol in de transgenderzorg. Ik kan hem uit de droom helpen: er loopt al een multidisciplinair onderzoek naar de transgenderzorg, zie het interview in NRC (24/6/2022) met Enny Das en Chris Verhaak van Radboudumc.",NRC,Krant,,,,,NRC 2022-2024 hele sample.XLSX,2023-01,3
Pacifisten zijn niet de enigen die willen dat de oorlog stopt,2023-01-26,International,NRC,News,457,,457,"Netherlands, Kingdom of the",Sjoerd de Jong,,,,Pacifisten zijn niet de enigen die willen dat de oorlog stopt,"Pacifisten zijn niet de enigen die willen dat de oorlog stopt Dat je in Nederland niks meer mag zeggen, wisten we al – maar mag je nu ook al niet meer tegen oorlog zijn? Ondertekenaars van een petitie die aandringt op onderhandelingen om de oorlog in Oekraïne te beëindigen,dat ze worden weggezet als „Kremlinbewonderaar” en in „een shitstorm” belanden. Terwijl ze alleen maar „ruimte willen voor dit geluid” en een „realistische benadering” van de „zinloze” oorlog.",NRC.nl,Web Publication,,,,,NRC 2022-2024 hele sample.XLSX,2023-01,4
Morele huiver is geen patent van pacifisten Column,2023-01-26,International,NRC,News,476,IN HET NIEUWS;Blz. 2,476,"Netherlands, Kingdom of the",Sjoerd de Jong,,,,Morele huiver is geen patent van pacifisten Column,"Morele huiver is geen patent van pacifisten Column Dat je in Nederland niks meer mag zeggen, wisten we al - maar mag je nu ook al niet meer tegen oorlog zijn? Ondertekenaars van een petitie die aandringt op onderhandelingen om de oorlog in Oekraïne te beëindigen, klaagden in NRC dat ze worden weggezet als ,,Kremlinbewonderaar"" en in ,,een shitstorm"" belanden. Terwijl ze alleen maar ,,ruimte willen voor dit geluid"" en een ,,realistische benadering"" van de ,,zinloze"" oorlog.",NRC,Krant,,,,,NRC 2022-2024 hele sample.XLSX,2023-01,4
Bladenmaker Mandy Woelkens: ‘Het hoeft niet altijd gepolijst en mooi te zijn’,2023-01-26,International,NRC,News,1700,,1700,"Netherlands, Kingdom of the",Joke Mat,,,,Bladenmaker Mandy Woelkens: ‘Het hoeft niet altijd gepolijst en mooi te zijn’,"Bladenmaker Mandy Woelkens: ‘Het hoeft niet altijd gepolijst en mooi te zijn’ Mandy Woelkens, hoofdredacteur van het blad LINDA.meiden, kreeg felle reacties op haar voornemen haar zoon ‘gendervrij’ op te voeden. „Mensen denken geloof ik dat wij willen forceren dat ons kind non-binair is.” Rond lunchtijd staat er een flinke rij voor Chun, een broodjeszaak in Amsterdam. Reserveren was niet mogelijk. Ik sluit aan in de rij achter vier jonge Britten, tot ik merk dat ik voordring: de rij loopt aan de overkant door omdat hij anders de ingang van een CoffeeCompany blokkeert. Na twintig minuten komen twee Chun-medewerksters naar buiten met bordjes sorry it is too crowded en come back another time die ze neerzetten bij het einde van de rij. Maar er is doorstroming en ik ben net op tijd binnen voor mijn afspraak met Mandy Woelkens (33), presentatrice en sinds april vorig jaar hoofdredacteur van het blad LINDA.meiden . Zij komt ook net aanfietsen. Ze vindt het heel vervelend dat ik in de rij moest staan. Wie verwacht zoiets op een maandag in het laagseizoen, de andere keren dat ze hier at was er helemaal geen rij. Anders had ze natuurlijk iets anders uitgezocht.",NRC.nl,Web Publication,,,,,NRC 2022-2024 hele sample.XLSX,2023-01,4
Er zijn twijfels over puberteitsremmers voor transgender jongeren. Is dat terecht?,2023-01-27,International,NRC,News,3019,,3019,"Netherlands, Kingdom of the",Menno Sedee,,,,Er zijn twijfels over puberteitsremmers voor transgender jongeren. Is dat terecht?,"Er zijn twijfels over puberteitsremmers voor transgender jongeren. Is dat terecht? Nederland is een pionier op het gebied van puberteitsremmers voor jongeren die een mismatch voelen tussen hun geslacht en hun gender. Andere landen zijn terughoudender. Is dat terecht? Wat Emma écht niet wilde, was de stem van haar broer Joris. Die is best laag, en stel je voor dat die in de familie zou zitten. Emma is geboren in een jongenslichaam, maar trok al vanaf haar derde de kleren aan van haar zusje. „Elk kind heeft wel zo’n roze fase”, zegt Emma, nu veertien jaar. „Maar ik kwam daar niet uit.” „Eigenlijk was het er altijd”, zegt moeder Bregtje Reijerman. In groep vijf ging Emma voor het eerst als meisje naar school. Op haar tiende had ze de eerste afspraak bij de genderpoli van het Amsterdam UMC. Daar legden ze uit dat puberteitsremmers een uitkomst zouden kunnen zijn. Op die manier zou Emma de ontwikkeling naar een mannelijk lichaam kunnen tegenhouden, inclusief de baard in de keel of een hoekige kaaklijn, zodat ze die later niet hoeft terug te draaien met operaties. „Voorkomen is makkelijker dan herstellen”, zegt haar moeder.",NRC.nl,Web Publication,,,,,NRC 2022-2024 hele sample.XLSX,2023-01,4
"Sam Smith heeft zichzelf gevonden, maar dat hoor je niet in de muziek",2023-01-27,International,NRC,News,264,,264,"Netherlands, Kingdom of the",Cécile van Wijnsberge,,,,"Sam Smith heeft zichzelf gevonden, maar dat hoor je niet in de muziek","Sam Smith heeft zichzelf gevonden, maar dat hoor je niet in de muziek In The Lonely Hour (2014), de debuutplaat van Sam Smith, was een eenzaam album vol gebroken harten. De stem van Smith speelde de hoofdrol: krachtig, zelfs in de hoge noten, en… I n The Lonely Hour (2014), de debuutplaat van Sam Smith, was een eenzaam album vol gebroken harten. De stem van Smith speelde de hoofdrol: krachtig, zelfs in de hoge noten, en met een droevige snik. Op nieuw album Gloria is het juist een veelheid van stemmen die de toon zet: in bijna ieder liedje is een meerstemmig koor te horen. Smith liet zich inspireren door kerkkoren en de close harmony van jaren negentig r&b.",NRC.nl,Web Publication,,,,,NRC 2022-2024 hele sample.XLSX,2023-01,4
Pubers met pauze Rust om te kiezen Genderdysforie Zijn de twijfels over puberteitsremmers voor transgenderjongeren terecht? Transgender jongeren krijgen in Nederland vaak puberteitsremmers. In andere landen groeien de twijfels daarover.,2023-01-28,International,NRC,News,2986,WETENSCHAP;Blz. 1,2986,"Netherlands, Kingdom of the",Menno Sedee Annabel Oosteweeghel,,,,Pubers met pauze Rust om te kiezen Genderdysforie Zijn de twijfels over puberteitsremmers voor transgenderjongeren terecht? Transgender jongeren krijgen in Nederland vaak puberteitsremmers. In andere landen groeien de twijfels daarover.,"Pubers met pauze Rust om te kiezen Genderdysforie Zijn de twijfels over puberteitsremmers voor transgenderjongeren terecht? Transgender jongeren krijgen in Nederland vaak puberteitsremmers. In andere landen groeien de twijfels daarover. ABSTRACT Genderdysforie Nederland is een pionier op het gebied van puberteitsremmers voor jongeren die een mismatch voelen tussen hun geslacht en hun gender. Andere landen zijn daar terughoudender mee geworden. Is dat terecht? Wat Emma écht niet wilde, was de stem van haar broer Joris. Die is best laag, en stel je voor dat die in de familie zou zitten. Emma is geboren in een jongenslichaam, maar trok al vanaf haar derde de kleren aan van haar zusje. ,,Elk kind heeft wel zo'n roze fase"", zegt Emma, nu veertien jaar. ,,Maar ik kwam daar niet uit."" ,,Eigenlijk was het er altijd"", zegt moeder Bregtje Reijerman. In groep vijf ging Emma voor het eerst als meisje naar school. Op haar tiende had ze de eerste afspraak bij de genderpoli van het Amsterdam UMC. Daar legden ze uit dat puberteitsremmers een uitkomst zouden kunnen zijn. Op die manier zou Emma de ontwikkeling naar een mannelijk lichaam kunnen tegenhouden, inclusief de baard in de keel of een hoekige kaaklijn, zodat ze die later niet hoeft terug te draaien met operaties. ,,Voorkomen is makkelijker dan herstellen"", zegt haar moeder.",NRC,Krant,,,,,NRC 2022-2024 hele sample.XLSX,2023-01,4
Het hoeft niet altijd gepolijst en mooi te zijn' Interview Mandy Woelkens: 'Ik kan niet altijd alles veilig maken voor mijn kind',2023-01-28,International,NRC,News,1739,LEVEN;Blz. 1,1739,"Netherlands, Kingdom of the",Joke Mat Frank Ruiter,,,,Het hoeft niet altijd gepolijst en mooi te zijn' Interview Mandy Woelkens: 'Ik kan niet altijd alles veilig maken voor mijn kind',"Het hoeft niet altijd gepolijst en mooi te zijn' Interview Mandy Woelkens: 'Ik kan niet altijd alles veilig maken voor mijn kind' ABSTRACT MANDY WOELKENS, hoofdredacteur van het blad Linda.meiden, kreeg felle reacties op haar voornemen haar zoon 'gendervrij' op te voeden. ,,Mensen denken geloof ik dat wij willen forceren dat ons kind non-binair is."" Rond lunchtijd staat er een flinke rij voor Chun, een broodjeszaak in Amsterdam. Reserveren was niet mogelijk. Ik sluit aan in de rij achter vier jonge Britten, tot ik merk dat ik voordring: de rij loopt aan de overkant door omdat hij anders de ingang van een CoffeeCompany blokkeert. Na twintig minuten komen twee Chun-medewerksters naar buiten met bordjes sorry it is too crowded en come back another time die ze neerzetten bij het einde van de rij. Maar er is doorstroming en ik ben net op tijd binnen voor mijn afspraak met Mandy Woelkens (33), presentatrice en sinds april vorig jaar hoofdredacteur van het blad Linda.meiden. Zij komt ook net aanfietsen. Ze vindt het heel vervelend dat ik in de rij moest staan. Wie verwacht zoiets op een maandag in het laagseizoen, de andere keren dat ze hier at was er helemaal geen rij. Anders had ze natuurlijk iets anders uitgezocht.",NRC,Krant,,,,,NRC 2022-2024 hele sample.XLSX,2023-01,4
’Vrouwen mogen meer opkomen voor hun genot’,2023-02-02,International,NRC,News,1182,,1182,"Netherlands, Kingdom of the",Jonas Kooyman,,,,’Vrouwen mogen meer opkomen voor hun genot’,"’Vrouwen mogen meer opkomen voor hun genot’ Chantall van den Heuvel (47) uit Tiel test vibrators en andere seksspeeltjes. „Ontwerpers houden nu veel meer rekening met de vrouwelijke anatomie.” ‘Als je vijfentwintig jaar geleden een seksshop binnenstapte, kwam je in een schimmige ruimte terecht waar het aanbod voor 80 procent bestond uit van die witte neppiemels met aderen erop, gemaakt van goedkoop rubber. Mannen kochten er een voor hun vrouw, om de boel in de slaapkamer wat spannender te maken, niet wetende dat zo’n ding nooit in haar zou passen. Laat staan dat ze erop zou zitten te wachten. In de tussentijd is er gelukkig veel veranderd. „Sinds de eeuwwisseling heb ik zo’n 1.300 seksspeeltjes getest: duizend trillende, honderdvijftig dildo’s, honderd speeltjes voor koppels en voor de rest accessoires als handboeien en glijmiddel. „De recensies plaats ik op mijn site, Climaximaal.nl . Van de speeltjes die ik heb getest vond ik er ongeveer vijftig een 8+ waard. Van zo’n twintig dacht ik: die mogen voor altijd in mijn nachtkastje. De rest vond ik niet bijzonder of zelfs zwaar ondermaats. Het ergst vond ik de maximalistische ‘kermis’-vibrators van rond 2000, met draaiende balletjes, lichtjes, geluidjes en soms zelf een waterreservoir waar je in kon knijpen.",NRC.nl,Web Publication,,,,,NRC 2022-2024 hele sample.XLSX,2023-02,5
Een seksspeeltje moet in de eerste plaats veilig zijn',2023-02-04,International,NRC,News,1151,LEVEN;Blz. 8,1151,"Netherlands, Kingdom of the",Jonas Kooyman Foto's Annabel Oosteweeghel,,,,Een seksspeeltje moet in de eerste plaats veilig zijn',"Een seksspeeltje moet in de eerste plaats veilig zijn' ABSTRACT Testen Chantall van den Heuvel (47) uit Tiel test vibrators en andere seksspeeltjes. ,,Ontwerpers houden nu veel meer rekening met de vrouwelijke anatomie."" 'Als je vijfentwintig jaar geleden een seksshop binnenstapte, kwam je in een schimmige ruimte terecht waar het aanbod voor 80 procent bestond uit van die witte neppiemels met aderen erop, gemaakt van goedkoop rubber. Mannen kochten er een voor hun vrouw, om de boel in de slaapkamer wat spannender te maken, niet wetende dat zo'n ding nooit in haar zou passen. Laat staan dat ze erop zou zitten te wachten. In de tussentijd is er gelukkig veel veranderd. ,,Sinds de eeuwwisseling heb ik zo'n 1.300 seksspeeltjes getest: duizend trillende, honderdvijftig dildo's, honderd speeltjes voor koppels en voor de rest accessoires als handboeien en glijmiddel.",NRC,Krant,,,,,NRC 2022-2024 hele sample.XLSX,2023-02,5
Hogwarts Legacy richt zich op de nostalgische millennial die zich weinig aantrekt van de J.K. Rowling-controverse,2023-02-06,International,NRC,News,600,,600,"Netherlands, Kingdom of the",Len Maessen,,,,Hogwarts Legacy richt zich op de nostalgische millennial die zich weinig aantrekt van de J.K. Rowling-controverse,"Hogwarts Legacy richt zich op de nostalgische millennial die zich weinig aantrekt van de J.K. Rowling-controverse Zweinstein is in Hogwarts Legacy een prachtige, magische kolos, vol met kleine details zoals uit zichzelf bewegende bezems en pratende portretten. Een gigantische blockbustergame waarin je als een tovenaarsleerling naar Harry Potter-school Zweinstein mag. Kassa, moet uitgever Warner Bros. Games een jaar of vijf geleden gedacht hebben: dat kán haast niet misgaan. Maar de inmenging van schrijfster J.K. Rowling in het transgenderdebat heeft de gevoelens van menig millennial doen bekoelen. Er wordt al maanden opgeroepen tot een boycot van Hogwarts Legacy, het belangrijke gamerforum Resetera verbood alle discussie over het spel. „Rowling werkt actief mee aan de promotie van anti-transgenderwetgeving”, schreef de site ter verantwoording. De kritiek op Rowlings mening leidde ook tot kritiek op de boeken: critici wezen bijvoorbeeld op huiselfen die gelukkig zijn als slaaf. Voor andere gamers zal het weinig schelen. Hogwarts Legacy richt zijn pijlen overduidelijk op deze nostalgische millennial: de cast is - naar de eisen van deze tijd - divers gemaakt, verder maakt Avalanche Studios elk detail uit boeken en films gewoon netjes na.",NRC.nl,Web Publication,,,,,NRC 2022-2024 hele sample.XLSX,2023-02,6
Houdt Ricky Gervais zich wel aan zijn eigen regels voor het beledigen van mensen?,2023-02-13,International,NRC,News,1028,,1028,"Netherlands, Kingdom of the",Ron Rijghard,,,,Houdt Ricky Gervais zich wel aan zijn eigen regels voor het beledigen van mensen?,"Houdt Ricky Gervais zich wel aan zijn eigen regels voor het beledigen van mensen? In ‘Armageddon’, zijn nieuwe comedyshow, doet Ricky Gervais opnieuw zijn best te provoceren. Voor zijn beledigingen heeft hij zijn eigen regels opgesteld, zonder zich er per se aan te houden. „Ze zijn bang voor woorden”, stelt Ricky Gervais in Armageddon . In zijn nieuwe comedyshow, zijn negende, die na een wereldtournee volgend jaar op Netflix eindigt, neemt hij daarom het woke -denken op de korrel. Dat denken staat voor hem gelijk aan overgevoeligheid en snel beledigd zijn. Allereerst vertelt de 61-jarige Britse komiek dat er veel ophef was over zijn vorig jaar op Netflix verschenen ‘comedyspecial’ Supernature . „Er werd gezegd dat je die dingen niet kan zeggen. Dat kan wel. I did .” Het maakte Supernature „de bestbekeken special van het jaar”. Grinnikend en triomfantelijk: „Dus ik heb mijn lesje geleerd.”",NRC.nl,Web Publication,,,,,NRC 2022-2024 hele sample.XLSX,2023-02,7
Gervais hanteert vrije regels om te beledigen,2023-02-14,International,NRC,News,1040,CULTUUR;Blz. 4,1040,"Netherlands, Kingdom of the",Ron Rijghard,,,,Gervais hanteert vrije regels om te beledigen,"Gervais hanteert vrije regels om te beledigen ABSTRACT Comedy In zijn nieuwe show doet Ricky Gervais opnieuw zijn best te provoceren. Voor zijn beledigingen heeft hij zijn zelf regels opgesteld, zonder zich er per se aan te houden. 'Ze zijn bang voor woorden"", stelt Ricky Gervais in Armageddon. In zijn nieuwe comedyshow, zijn negende, die na een wereldtournee volgend jaar op Netflix eindigt, neemt hij daarom het woke-denken op de korrel. Dat denken staat voor hem gelijk aan overgevoelig en snel beledigd zijn. Allereerst vertelt de 61-jarige Britse komiek dat er veel ophef was over zijn vorig jaar op Netflix verschenen 'comedyspecial' Supernature. ,,Er werd gezegd dat je die dingen niet kan zeggen. Dat kan wel. I did."" Het maakte Supernature ,,de bestbekeken special van het jaar"". Grinnikend en triomfantelijk: ,,Dus ik heb mijn lesje geleerd.""",NRC,Krant,,,,,NRC 2022-2024 hele sample.XLSX,2023-02,7
